,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
814,0,3,male,0.4731047499213589,0,0,0.11616161616161617,S,Third,man,True,Southampton,no,True,1
816,0,3,female,0.35514312676942433,0,0,0.11435786435786435,S,Third,woman,False,Southampton,no,True,1
817,0,2,male,0.4809688581314879,1,1,0.53397113997114,C,Second,man,True,Cherbourg,no,False,3
818,0,3,male,0.6697074551745832,0,0,0.09307359307359307,S,Third,man,True,Southampton,no,True,1
819,0,3,male,0.1506763133060711,3,2,0.40259740259740256,S,Third,child,False,Southampton,no,False,6
821,1,3,male,0.4180559924504561,0,0,0.125,S,Third,man,True,Southampton,yes,True,1
822,0,1,male,0.5910663730732935,0,0,0.0,S,First,man,True,Southampton,no,True,1
823,1,3,female,0.4180559924504561,0,1,0.18001443001443002,S,Third,woman,False,Southampton,yes,False,2
824,0,3,male,0.02485058194400755,4,1,0.5726911976911977,S,Third,child,False,Southampton,no,False,6
827,1,2,male,0.009122365523749607,0,2,0.53397113997114,C,Second,child,False,Cherbourg,yes,False,3
830,1,3,female,0.2293173954073608,1,0,0.20857431457431458,C,Third,child,False,Cherbourg,yes,False,2
831,1,2,male,0.006448568732305757,1,1,0.27056277056277056,S,Second,child,False,Southampton,yes,False,3
833,0,3,male,0.35514312676942433,0,0,0.11333621933621933,S,Third,man,True,Southampton,no,True,1
834,0,3,male,0.27650204466813466,0,0,0.11976911976911978,S,Third,man,True,Southampton,no,True,1
836,0,3,male,0.3236866939289085,0,0,0.125,S,Third,man,True,Southampton,no,True,1
838,1,3,male,0.49669707455174583,0,0,0.8152352092352093,S,Third,man,True,Southampton,yes,True,1
840,0,3,male,0.3079584775086505,0,0,0.11435786435786435,S,Third,man,True,Southampton,no,True,1
841,0,2,male,0.24504561182761875,0,0,0.15151515151515152,S,Second,man,True,Southampton,no,True,1
842,1,1,female,0.4652406417112299,0,0,0.44733044733044736,C,First,woman,False,Cherbourg,yes,True,1
843,0,3,male,0.5360176156023907,0,0,0.09289321789321789,C,Third,man,True,Cherbourg,no,True,1
844,0,3,male,0.2607738282478767,0,0,0.125,S,Third,man,True,Southampton,no,True,1
845,0,3,male,0.6539792387543253,0,0,0.10894660894660894,S,Third,man,True,Southampton,no,True,1
847,0,3,male,0.5438817238125196,0,0,0.11393650793650795,C,Third,man,True,Cherbourg,no,True,1
848,0,2,male,0.43378420887071406,0,1,0.47619047619047616,S,Second,man,True,Southampton,no,False,2
850,0,3,male,0.056307014784523435,4,2,0.45129870129870125,S,Third,child,False,Southampton,no,False,7
852,0,3,female,0.13494809688581316,1,1,0.219997113997114,C,Third,child,False,Cherbourg,no,False,3
853,1,1,female,0.24504561182761875,0,1,0.5685425685425686,S,First,woman,False,Southampton,yes,False,2
854,0,2,female,0.6854356715948411,1,0,0.37518037518037517,S,Second,woman,False,Southampton,no,False,2
855,1,3,female,0.27650204466813466,0,1,0.1349206349206349,S,Third,woman,False,Southampton,yes,False,2
857,1,1,male,0.7955331865366467,0,0,0.38311688311688313,S,First,man,True,Southampton,yes,True,1
858,1,3,female,0.3708713431896823,0,3,0.27789754689754687,C,Third,woman,False,Cherbourg,yes,False,4
860,0,3,male,0.6382510223340673,2,0,0.2035829725829726,S,Third,man,True,Southampton,no,False,3
861,0,2,male,0.3236866939289085,1,0,0.16594516594516595,S,Second,man,True,Southampton,no,False,2
862,1,1,female,0.7483485372758729,0,0,0.3741587301587302,S,First,woman,False,Southampton,yes,True,1
864,0,2,male,0.3708713431896823,0,0,0.18759018759018758,S,Second,man,True,Southampton,no,True,1
865,1,2,female,0.6539792387543253,0,0,0.18759018759018758,S,Second,woman,False,Southampton,yes,True,1
866,1,2,female,0.4180559924504561,1,0,0.19997546897546897,C,Second,woman,False,Cherbourg,yes,False,2
867,0,1,male,0.4809688581314879,0,0,0.7286551226551227,S,First,man,True,Southampton,no,True,1
869,1,3,male,0.056307014784523435,1,1,0.16065367965367966,S,Third,child,False,Southampton,yes,False,3
870,0,3,male,0.4023277760301982,0,0,0.11393650793650795,S,Third,man,True,Southampton,no,True,1
871,1,1,female,0.732620320855615,1,1,0.7583578643578643,S,First,woman,False,Southampton,yes,False,3
872,0,1,male,0.5124252909720037,0,0,0.07215007215007214,S,First,man,True,Southampton,no,True,1
873,0,3,male,0.732620320855615,0,0,0.12987012987012986,S,Third,man,True,Southampton,no,True,1
874,1,2,female,0.43378420887071406,1,0,0.3463203463203463,C,Second,woman,False,Cherbourg,yes,False,2
875,1,3,female,0.2293173954073608,0,0,0.10425685425685426,C,Third,child,False,Cherbourg,yes,True,1
876,0,3,male,0.3079584775086505,0,0,0.14207503607503608,S,Third,man,True,Southampton,no,True,1
877,0,3,male,0.29223026108839256,0,0,0.11393650793650795,S,Third,man,True,Southampton,no,True,1
880,1,2,female,0.38659955960994025,0,1,0.37518037518037517,S,Second,woman,False,Southampton,yes,False,2
881,0,3,male,0.5124252909720037,0,0,0.11393650793650795,S,Third,man,True,Southampton,no,True,1
882,0,3,female,0.3394149103491664,0,0,0.15175613275613276,S,Third,woman,False,Southampton,no,True,1
883,0,2,male,0.43378420887071406,0,0,0.15151515151515152,S,Second,man,True,Southampton,no,True,1
884,0,3,male,0.38659955960994025,0,0,0.10173160173160173,S,Third,man,True,Southampton,no,True,1
885,0,3,female,0.6067945894935515,0,5,0.4202741702741703,Q,Third,woman,False,Queenstown,no,False,6
886,0,2,male,0.4180559924504561,0,0,0.18759018759018758,S,Second,man,True,Southampton,no,True,1
887,1,1,female,0.29223026108839256,0,0,0.4329004329004329,S,First,woman,False,Southampton,yes,True,1
889,1,1,male,0.4023277760301982,0,0,0.4329004329004329,C,First,man,True,Cherbourg,yes,True,1
890,0,3,male,0.49669707455174583,0,0,0.11183261183261184,Q,Third,man,True,Queenstown,no,True,1
